,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
623,2024-10-07T05:51:17.399Z,-18.9802,-173.1591,10.0,5.3,mb,41.0,56.0,2.922,0.6,us,us6000nx0s,2024-10-07T06:10:44.005Z,"94 km ESE of Neiafu, Tonga",earthquake,6.64,1.864,0.101,33.0,reviewed,us,us
624,2024-10-07T05:49:56.451Z,-24.1135,-67.112,187.553,4.6,mb,42.0,56.0,2.485,1.0,us,us6000nx0r,2024-10-07T06:22:17.005Z,"81 km W of San Antonio de los Cobres, Argentina",earthquake,9.13,6.956,0.09,37.0,reviewed,us,us
627,2024-10-07T05:35:06.102Z,-24.1429,-67.0647,166.805,4.9,mww,80.0,55.0,2.512,1.1,us,us6000nx0l,2024-10-07T05:56:45.005Z,"76 km W of San Antonio de los Cobres, Argentina",earthquake,8.2,6.842,0.08,15.0,reviewed,us,us
628,2024-10-07T05:01:56.095Z,25.3194,142.6784,10.0,4.9,mb,46.0,117.0,1.824,0.82,us,us6000nx0h,2024-10-07T06:51:01.005Z,"Volcano Islands, Japan region",earthquake,8.42,1.556,0.094,36.0,reviewed,us,us
629,2024-10-07T04:38:15.411Z,12.3446,-86.8019,180.913,4.4,mb,31.0,146.0,0.575,0.76,us,us6000nx0g,2024-10-08T00:28:06.040Z,"13 km SE of León, Nicaragua",earthquake,8.94,2.782,0.179,9.0,reviewed,us,us
635,2024-10-07T02:24:16.648Z,-3.7278,151.4494,10.0,4.6,mb,17.0,104.0,0.848,0.57,us,us6000nx0y,2024-10-07T23:07:28.040Z,"94 km WNW of Rabaul, Papua New Guinea",earthquake,7.69,1.9,0.141,15.0,reviewed,us,us
636,2024-10-07T01:00:10.073Z,6.825,125.8025,33.36,4.6,mb,20.0,118.0,0.329,0.82,us,us6000nwzw,2024-10-07T22:40:34.005Z,"11 km SSE of San Remigio, Philippines",earthquake,13.56,4.567,0.132,17.0,reviewed,us,us
637,2024-10-07T00:33:16.194Z,-33.5384,-178.01,10.0,5.0,mb,35.0,130.0,4.264,1.24,us,us6000nwzm,2024-10-07T00:56:58.005Z,south of the Kermadec Islands,earthquake,11.06,1.89,0.103,30.0,reviewed,us,us
638,2024-10-07T00:32:55.379Z,-7.0603,103.259,10.0,4.2,mb,15.0,161.0,2.699,0.56,us,us6000nwzt,2024-10-07T01:04:08.005Z,"285 km SW of Bandar Lampung, Indonesia",earthquake,8.48,1.913,0.199,7.0,reviewed,us,us
642,2024-10-06T22:53:36.433Z,-6.3909,128.382,362.143,4.5,mb,22.0,74.0,2.396,0.62,us,us6000nwyt,2024-10-06T23:06:34.005Z,"280 km NNE of Lospalos, Timor Leste",earthquake,10.57,8.002,0.131,17.0,reviewed,us,us
644,2024-10-06T21:52:59.301Z,-13.5766,-111.1482,10.0,5.6,mww,102.0,110.0,13.587,0.92,us,us6000nwyj,2024-10-08T16:59:38.767Z,central East Pacific Rise,earthquake,12.59,1.879,0.073,18.0,reviewed,us,us
645,2024-10-06T21:50:49.646Z,-20.7275,-174.2397,10.0,5.0,mb,24.0,108.0,0.931,0.77,us,us6000nwyi,2024-10-06T22:08:49.005Z,"97 km ENE of Kolonga, Tonga",earthquake,9.48,1.897,0.126,20.0,reviewed,us,us
646,2024-10-06T21:35:03.675Z,-33.4255,-178.474,10.0,4.9,mb,30.0,109.0,4.178,0.98,us,us6000nwyc,2024-10-06T21:52:34.005Z,south of the Kermadec Islands,earthquake,10.09,1.908,0.122,21.0,reviewed,us,us
648,2024-10-06T20:04:07.172Z,-4.9771,102.8475,59.093,4.5,mb,40.0,99.0,0.622,0.73,us,us6000nwxw,2024-10-06T20:37:39.005Z,"114 km SSW of Pagar Alam, Indonesia",earthquake,8.14,7.072,0.108,25.0,reviewed,us,us
650,2024-10-06T19:14:21.494Z,-15.9664,-74.5975,35.0,4.4,mb,28.0,152.0,4.515,0.95,us,us6000nwxl,2024-10-06T19:32:52.005Z,"31 km SW of Atiquipa, Peru",earthquake,5.77,1.925,0.112,23.0,reviewed,us,us
652,2024-10-06T18:19:53.418Z,17.3515,-98.314,42.204,4.1,mb,27.0,203.0,0.32,0.63,us,us6000nwxg,2024-10-06T20:05:49.535Z,"3 km SE of Tlahuapa, Mexico",earthquake,6.4,8.755,0.073,52.0,reviewed,us,us
653,2024-10-06T17:56:25.706Z,64.8464,-17.6755,10.0,5.1,mww,65.0,102.0,1.566,0.44,us,us6000nwxc,2024-10-06T18:24:25.005Z,"95 km SSE of Akureyri, Iceland",earthquake,9.81,1.9,0.052,36.0,reviewed,us,us
655,2024-10-06T17:20:03.210Z,38.6405,141.7572,57.641,4.6,mb,28.0,142.0,2.212,0.41,us,us6000nwx8,2024-10-06T17:38:49.005Z,"34 km NE of Onagawa Chō, Japan",earthquake,6.66,8.937,0.152,13.0,reviewed,us,us
656,2024-10-06T17:10:03.972Z,9.1287,40.3209,10.0,4.9,mb,67.0,74.0,3.445,0.48,us,us6000nwx4,2024-10-17T10:51:31.180Z,"23 km NE of Āwash, Ethiopia",earthquake,8.83,1.856,0.069,65.0,reviewed,us,us
657,2024-10-06T16:47:42.212Z,-17.6462,-178.3514,563.103,4.4,mb,30.0,79.0,4.901,0.58,us,us6000nwx2,2024-10-20T19:28:03.040Z,"251 km E of Levuka, Fiji",earthquake,14.38,10.084,0.103,27.0,reviewed,us,us
660,2024-10-06T15:07:23.727Z,53.2669,-167.1337,54.354,4.3,mb,66.0,160.0,0.488,0.73,us,us6000nwws,2024-10-20T19:25:29.040Z,"78 km SSW of Unalaska, Alaska",earthquake,3.25,6.824,0.062,74.0,reviewed,us,us
661,2024-10-06T14:33:52.609Z,-17.838,-178.5497,587.913,4.4,mb,32.0,96.0,3.534,0.67,us,us6000nwwl,2024-10-20T19:22:22.040Z,"227 km E of Levuka, Fiji",earthquake,13.11,9.55,0.11,24.0,reviewed,us,us
662,2024-10-06T13:00:58.090Z,-17.1914,171.6642,10.0,5.2,mww,56.0,110.0,6.695,0.58,us,us6000nwwa,2024-10-20T19:17:51.040Z,Vanuatu region,earthquake,11.55,1.831,0.073,18.0,reviewed,us,us
663,2024-10-06T12:08:40.597Z,39.0052,25.8344,10.0,4.6,mb,26.0,48.0,0.837,0.91,us,us6000nww7,2024-10-07T07:28:56.784Z,"20 km SSW of Eresós, Greece",earthquake,4.88,1.884,0.165,11.0,reviewed,us,us
664,2024-10-06T11:08:56.917Z,53.2876,-167.0436,47.192,4.5,mwr,53.0,164.0,0.516,0.68,us,us6000nww1,2024-10-11T16:33:28.909Z,"73 km SSW of Unalaska, Alaska",earthquake,5.83,5.639,0.08,15.0,reviewed,us,us
665,2024-10-06T11:05:16.761Z,52.9501,153.5981,441.914,4.1,mb,65.0,165.0,3.054,0.48,us,us6000nww0,2024-10-06T11:56:43.005Z,"255 km NW of Ozernovskiy, Russia",earthquake,18.06,12.454,0.068,58.0,reviewed,us,us
668,2024-10-06T10:19:13.621Z,-40.3183,176.5809,21.42,4.7,mb,35.0,79.0,0.442,1.22,us,us6000nwva,2024-10-07T01:45:01.878Z,"42 km ESE of Dannevirke, New Zealand",earthquake,3.85,4.315,0.167,13.0,reviewed,us,us
669,2024-10-06T10:06:10.693Z,42.2457,144.5047,35.0,4.4,mb,43.0,137.0,1.029,0.54,us,us6000nwv8,2024-10-07T02:06:25.005Z,"81 km S of Kushiro, Japan",earthquake,6.9,1.94,0.093,33.0,reviewed,us,us
671,2024-10-06T08:34:13.638Z,53.3398,-167.0986,57.264,4.7,mb,48.0,163.0,0.473,0.96,us,us6000nwuu,2024-10-11T16:39:48.675Z,"70 km SSW of Unalaska, Alaska",earthquake,4.31,6.148,0.034,263.0,reviewed,us,us
673,2024-10-06T08:07:10.219Z,6.7644,-73.0436,155.125,4.1,mb,38.0,74.0,0.867,0.65,us,us6000nwur,2024-10-09T05:44:20.005Z,"6 km ENE of Jordán, Colombia",earthquake,8.92,7.591,0.077,46.0,reviewed,us,us
675,2024-10-06T06:13:55.023Z,28.0963,139.7675,419.377,4.7,mb,106.0,31.0,2.365,0.66,us,us6000nwuh,2024-10-06T07:21:10.005Z,"Bonin Islands, Japan region",earthquake,10.14,7.696,0.026,462.0,reviewed,us,us
678,2024-10-06T05:46:36.114Z,-25.6215,-68.5876,102.051,4.2,mb,33.0,84.0,1.016,0.75,us,us6000nwub,2024-10-09T05:59:32.005Z,"127 km WNW of Antofagasta de la Sierra, Argentina",earthquake,8.12,8.111,0.109,23.0,reviewed,us,us
679,2024-10-06T05:26:36.812Z,12.4167,123.6419,12.022,4.8,mb,46.0,127.0,5.646,0.66,us,us6000nwua,2024-10-06T06:06:57.005Z,"5 km NNE of Masbate, Philippines",earthquake,9.91,3.182,0.097,33.0,reviewed,us,us
681,2024-10-06T03:57:32.266Z,53.1248,-166.921,35.0,4.2,mb,57.0,168.0,0.66,0.97,us,us6000nwxk,2024-10-11T16:55:37.324Z,"87 km SSW of Unalaska, Alaska",earthquake,2.77,1.944,0.084,39.0,reviewed,us,us
682,2024-10-06T03:33:45.415Z,53.1145,-167.123,51.913,4.1,mb,47.0,165.0,0.559,0.7,us,us6000nwtw,2024-10-11T17:03:25.908Z,"93 km SSW of Unalaska, Alaska",earthquake,6.44,10.098,0.082,43.0,reviewed,us,us
684,2024-10-06T03:26:57.751Z,-33.8077,-72.1083,23.688,4.5,mb,52.0,146.0,0.438,0.77,us,us6000nwtt,2024-10-06T03:51:27.005Z,"52 km WSW of San Antonio, Chile",earthquake,4.64,3.858,0.099,30.0,reviewed,us,us
686,2024-10-06T02:56:53.287Z,51.6388,175.4597,57.119,4.5,mb,72.0,198.0,1.958,0.81,us,us6000nwtm,2024-10-06T03:19:54.005Z,"205 km SE of Attu Station, Alaska",earthquake,13.29,9.77,0.066,67.0,reviewed,us,us
687,2024-10-06T02:54:10.344Z,36.3994,70.4231,210.664,4.3,mb,30.0,252.0,2.017,1.0,us,us6000nwti,2024-10-06T03:34:55.005Z,"54 km ESE of Farkhār, Afghanistan",earthquake,11.07,11.638,0.201,7.0,reviewed,us,us
691,2024-10-05T23:54:02.808Z,-2.0657,-80.5293,35.0,4.2,ml,13.0,289.0,0.98,0.62,us,us6000nwsi,2024-10-06T00:16:49.005Z,"40 km ENE of Santa Elena, Ecuador",earthquake,6.62,2.027,0.077,22.0,reviewed,us,us
694,2024-10-05T23:02:00.488Z,-28.5736,-175.7417,34.954,5.1,mb,30.0,166.0,2.029,1.05,us,us6000nwsc,2024-10-05T23:19:19.005Z,Kermadec Islands region,earthquake,12.16,7.898,0.11,27.0,reviewed,us,us
697,2024-10-05T20:52:08.987Z,53.2052,-167.0581,51.993,4.4,mb,72.0,161.0,0.552,0.86,us,us6000nwss,2024-10-11T17:09:30.796Z,"82 km SSW of Unalaska, Alaska",earthquake,4.98,5.21,0.071,57.0,reviewed,us,us
698,2024-10-05T20:44:22.234Z,-21.596,-68.5587,143.663,4.2,mb,19.0,68.0,0.666,1.38,us,us6000nwrr,2024-10-06T01:01:45.005Z,"51 km SW of Ollagüe, Chile",earthquake,7.9,7.199,0.166,10.0,reviewed,us,us
699,2024-10-05T20:40:52.482Z,52.1416,-174.4417,101.428,4.1,mb,63.0,125.0,0.162,0.74,us,us6000nwsq,2024-10-11T17:16:26.084Z,"17 km WSW of Atka, Alaska",earthquake,8.25,3.079,0.082,43.0,reviewed,us,us
700,2024-10-05T19:15:34.362Z,35.3597,52.8989,10.0,4.5,mb,52.0,142.0,4.934,0.81,us,us6000nwr9,2024-10-07T22:46:32.382Z,"50 km WSW of Semnan, Iran",earthquake,11.1,1.931,0.092,35.0,reviewed,us,us
708,2024-10-05T16:08:54.980Z,-41.2983,174.4435,45.497,5.1,mww,173.0,24.0,0.197,1.1,us,us6000nwqg,2024-10-12T01:28:47.302Z,"25 km W of Karori, New Zealand",earthquake,4.15,3.766,0.08,15.0,reviewed,us,us
709,2024-10-05T15:26:19.116Z,11.6489,-87.1247,44.782,4.3,mb,35.0,177.0,0.991,0.81,us,us6000nwqb,2024-10-05T17:26:11.005Z,"68 km WSW of Masachapa, Nicaragua",earthquake,5.84,12.71,0.119,20.0,reviewed,us,us
710,2024-10-05T14:53:48.538Z,-21.6433,-68.4765,146.36,4.2,mb,15.0,96.0,0.728,0.48,us,us6000nwq8,2024-10-20T19:13:21.040Z,"51 km SSW of Ollagüe, Chile",earthquake,9.05,10.555,0.199,8.0,reviewed,us,us
711,2024-10-05T14:40:33.121Z,10.0136,126.3916,14.163,4.9,mb,156.0,42.0,3.033,0.43,us,us6000nwq6,2024-10-20T19:13:42.062Z,"36 km ENE of Pilar, Philippines",earthquake,9.02,3.35,0.046,151.0,reviewed,us,us
714,2024-10-05T12:50:42.585Z,53.2363,-167.1235,47.041,5.4,mww,78.0,124.0,0.504,0.79,us,us6000nwpv,2024-10-21T13:00:50.271Z,"81 km SSW of Unalaska, Alaska",earthquake,7.04,6.203,0.066,22.0,reviewed,us,us
715,2024-10-05T12:50:23.838Z,53.0819,-166.98,35.0,5.1,mwr,64.0,135.0,0.649,0.63,us,us6000nwq0,2024-10-11T17:29:57.450Z,"93 km SSW of Unalaska, Alaska",earthquake,3.92,1.931,0.066,22.0,reviewed,us,us
717,2024-10-05T12:08:12.354Z,37.6351,-31.6445,10.0,4.8,mb,66.0,83.0,4.855,0.89,us,us6000nwpm,2024-10-05T12:52:27.005Z,"197 km SSW of Lajes das Flores, Portugal",earthquake,11.06,1.872,0.067,69.0,reviewed,us,us
718,2024-10-05T11:45:30.324Z,-17.3967,-173.4475,40.756,5.4,mb,62.0,50.0,3.739,1.37,us,us6000nwpi,2024-10-08T16:48:28.494Z,"150 km NNE of Neiafu, Tonga",earthquake,8.71,6.769,0.034,300.0,reviewed,us,us
720,2024-10-05T11:19:10.520Z,-18.7626,-177.5599,371.448,4.5,mb,49.0,79.0,3.57,0.66,us,us6000nwpf,2024-10-06T08:07:07.005Z,Fiji region,earthquake,11.85,7.842,0.081,44.0,reviewed,us,us
721,2024-10-05T10:42:25.088Z,-19.3469,-172.5407,10.0,4.9,mb,48.0,87.0,2.484,0.65,us,us6000nwpd,2024-10-05T11:21:59.005Z,"170 km ESE of Neiafu, Tonga",earthquake,8.36,1.859,0.087,41.0,reviewed,us,us
722,2024-10-05T08:25:18.197Z,-16.3864,167.8638,206.409,4.8,mb,25.0,200.0,5.355,0.62,us,us6000nwp2,2024-10-05T09:00:03.005Z,"57 km ESE of Lakatoro, Vanuatu",earthquake,14.8,9.857,0.1,31.0,reviewed,us,us
724,2024-10-05T06:45:12.485Z,54.2938,-161.7133,31.075,4.9,mb,97.0,145.0,1.225,0.96,us,us6000nwnq,2024-10-11T17:35:53.006Z,"93 km SSE of King Cove, Alaska",earthquake,5.9,6.267,0.053,112.0,reviewed,us,us
727,2024-10-05T04:39:28.342Z,16.7077,-86.0555,10.0,4.1,mb,75.0,35.0,2.885,1.14,us,us6000nwnd,2024-10-05T05:12:13.738Z,"33 km NNW of Guanaja, Honduras",earthquake,7.71,1.976,0.08,44.0,reviewed,us,us
728,2024-10-05T03:29:26.129Z,32.3247,56.4756,10.0,4.1,mb,20.0,128.0,7.356,0.66,us,us6000nwn6,2024-10-05T03:49:35.005Z,"121 km NNW of Rāvar, Iran",earthquake,7.84,1.959,0.101,27.0,reviewed,us,us
732,2024-10-04T22:22:10.161Z,2.2567,128.3077,156.803,4.5,mb,34.0,109.0,1.749,0.51,us,us6000nwm9,2024-10-05T01:53:25.005Z,"67 km NNE of Tobelo, Indonesia",earthquake,12.03,6.845,0.113,23.0,reviewed,us,us
734,2024-10-04T21:21:11.974Z,4.9457,126.2526,102.506,4.7,mb,55.0,107.0,2.214,0.64,us,us6000nwls,2024-10-04T21:39:01.005Z,"101 km ESE of Sarangani, Philippines",earthquake,8.5,6.154,0.08,47.0,reviewed,us,us
735,2024-10-04T21:17:00.889Z,33.76,137.2026,360.0,4.4,mb,67.0,77.0,1.592,0.73,us,us6000nwlq,2024-10-04T21:46:52.005Z,"72 km SSE of Shima, Japan",earthquake,10.02,8.004,0.052,107.0,reviewed,us,us
736,2024-10-04T21:15:10.287Z,-19.8696,-175.1116,100.973,4.8,mb,20.0,217.0,1.506,0.53,us,us6000nwlr,2024-10-04T21:32:37.005Z,"79 km W of Pangai, Tonga",earthquake,15.13,10.553,0.128,19.0,reviewed,us,us
739,2024-10-04T19:36:25.562Z,6.8553,-73.1539,154.43,4.2,mb,93.0,124.0,0.959,0.76,us,us6000nwlu,2024-10-08T14:54:48.040Z,"13 km ENE of Zapatoca, Colombia",earthquake,8.97,9.891,0.059,79.0,reviewed,us,us
743,2024-10-04T14:48:06.529Z,9.9714,126.3957,36.556,4.7,mb,42.0,116.0,2.994,0.54,us,us6000nwjp,2024-10-14T08:57:43.040Z,"34 km ENE of Pilar, Philippines",earthquake,6.06,6.267,0.094,34.0,reviewed,us,us
744,2024-10-04T13:58:58.655Z,-55.5398,-124.7622,10.0,5.3,mww,82.0,87.0,28.746,0.56,us,us6000nwkv,2024-10-14T08:54:24.040Z,southern East Pacific Rise,earthquake,12.42,1.836,0.11,8.0,reviewed,us,us
745,2024-10-04T13:53:11.224Z,-15.4339,168.0304,140.181,4.7,mb,14.0,73.0,6.211,1.07,us,us6000nwks,2024-10-20T08:10:29.040Z,"93 km E of Luganville, Vanuatu",earthquake,13.13,9.361,0.194,10.0,reviewed,us,us
746,2024-10-04T13:49:01.146Z,70.685,-14.5851,10.0,5.2,mww,94.0,45.0,6.487,0.46,us,us6000nwja,2024-10-14T09:01:30.040Z,"216 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.43,1.865,0.053,34.0,reviewed,us,us
750,2024-10-04T12:57:59.032Z,-20.2726,-69.9799,52.214,4.5,mb,18.0,78.0,0.142,1.01,us,us6000nwii,2024-10-14T09:06:48.236Z,"13 km E of Alto Hospicio, Chile",earthquake,5.38,4.592,0.191,8.0,reviewed,us,us
752,2024-10-04T11:47:46.134Z,70.7655,-14.8097,10.0,4.8,mb,36.0,61.0,6.527,0.75,us,us6000nwi9,2024-10-14T09:11:19.040Z,"223 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,9.09,1.907,0.075,56.0,reviewed,us,us
753,2024-10-04T11:42:16.435Z,70.7037,-14.7331,10.0,5.0,mww,59.0,54.0,6.482,0.83,us,us6000nwi8,2024-10-14T09:24:00.040Z,"221 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.93,1.89,0.06,27.0,reviewed,us,us
756,2024-10-04T08:58:49.536Z,70.7071,-14.7766,10.0,4.9,mww,41.0,64.0,6.479,1.04,us,us6000nwgt,2024-10-04T09:41:35.005Z,"223 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,9.74,1.914,0.065,23.0,reviewed,us,us
757,2024-10-04T08:53:02.569Z,-5.4677,34.1883,9.822,4.7,mb,34.0,70.0,5.286,0.61,us,us6000nwgr,2024-10-04T15:38:02.403Z,"41 km NW of Itigi, Tanzania",earthquake,10.52,3.97,0.11,25.0,reviewed,us,us
760,2024-10-04T06:35:17.860Z,-21.5449,-68.7254,115.671,4.3,mb,34.0,62.0,0.542,0.93,us,us6000nwgd,2024-10-04T07:35:07.005Z,"60 km SW of Ollagüe, Chile",earthquake,6.87,6.961,0.104,26.0,reviewed,us,us
761,2024-10-04T06:32:16.794Z,-4.8477,133.8305,10.0,4.6,mb,14.0,93.0,2.482,1.28,us,us6000nwic,2024-10-06T05:23:42.005Z,"147 km NE of Tual, Indonesia",earthquake,7.17,1.83,0.146,14.0,reviewed,us,us
763,2024-10-04T05:57:19.704Z,37.9049,33.2863,10.0,4.5,mb,50.0,65.0,1.998,0.78,us,us6000nwgc,2024-10-04T07:12:30.005Z,"31 km NW of Karapınar, Turkey",earthquake,5.1,1.891,0.104,27.0,reviewed,us,us
764,2024-10-04T03:24:52.321Z,70.6423,-14.3397,10.0,4.5,mb,32.0,72.0,6.486,0.91,us,us6000nwfs,2024-10-04T03:44:47.005Z,"208 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.82,1.684,0.127,18.0,reviewed,us,us
765,2024-10-04T03:06:29.685Z,52.1423,178.0008,171.635,4.5,mb,117.0,88.0,0.399,0.74,us,us6000nwfn,2024-10-04T03:51:40.005Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.74,5.366,0.056,94.0,reviewed,us,us
770,2024-10-04T01:49:12.804Z,58.6125,-154.7158,2.6,4.3,ml,,,,0.61,ak,ak024crsafyp,2024-10-11T17:45:36.794Z,"92 km S of Kokhanok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
773,2024-10-03T20:53:43.674Z,2.7903,128.1927,157.794,4.8,mb,51.0,123.0,2.168,0.82,us,us6000nwdx,2024-10-03T21:08:24.005Z,"119 km N of Tobelo, Indonesia",earthquake,9.29,7.775,0.08,48.0,reviewed,us,us
774,2024-10-03T20:10:01.902Z,70.7292,-14.7572,10.0,4.6,mb,33.0,62.0,6.502,0.35,us,us6000nwdn,2024-10-03T20:38:45.005Z,"222 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,9.52,1.918,0.111,24.0,reviewed,us,us
776,2024-10-03T20:05:13.256Z,5.6965,126.1575,110.731,4.8,mb,51.0,83.0,1.48,0.81,us,us6000nwde,2024-10-03T20:24:07.005Z,"62 km ESE of Caburan, Philippines",earthquake,9.54,6.742,0.081,47.0,reviewed,us,us
777,2024-10-03T19:30:49.870Z,-17.7647,-178.3819,533.187,4.5,mb,65.0,33.0,3.446,0.9,us,us6000nwd5,2024-10-03T19:48:08.005Z,"246 km E of Levuka, Fiji",earthquake,11.68,8.26,0.043,161.0,reviewed,us,us
781,2024-10-03T17:39:44.449Z,-37.214,52.1688,10.0,4.9,mb,64.0,44.0,24.104,0.39,us,us6000nwc7,2024-10-03T18:01:24.005Z,South Indian Ocean,earthquake,8.56,1.859,0.07,63.0,reviewed,us,us
783,2024-10-03T16:15:38.882Z,12.7152,143.3928,90.256,4.6,mb,64.0,48.0,1.679,0.58,us,us6000nwbq,2024-10-20T18:37:02.040Z,"151 km WSW of Merizo Village, Guam",earthquake,9.9,6.158,0.056,96.0,reviewed,us,us
784,2024-10-03T14:42:20.428Z,-22.7943,-176.8393,187.75,4.9,mb,45.0,84.0,2.244,0.62,us,us6000nwau,2024-10-20T18:35:55.040Z,"239 km SW of Houma, Tonga",earthquake,14.66,7.178,0.085,43.0,reviewed,us,us
786,2024-10-03T13:54:19.088Z,50.9595,-176.1498,27.954,4.5,mb,59.0,195.0,0.918,0.83,us,us6000nwa7,2024-10-20T18:32:57.040Z,"107 km SSE of Adak, Alaska",earthquake,5.49,6.959,0.053,103.0,reviewed,us,us
788,2024-10-03T13:08:40.370Z,51.2736,-177.0133,35.0,5.1,mb,105.0,78.0,0.508,0.57,us,us6000nw9t,2024-10-22T13:18:52.394Z,"71 km SSW of Adak, Alaska",earthquake,3.81,1.725,0.028,420.0,reviewed,us,us
789,2024-10-03T13:08:06.887Z,-28.3604,-176.4188,10.0,5.4,mb,64.0,63.0,1.592,1.13,us,us6000nw9u,2024-10-20T18:22:30.178Z,Kermadec Islands region,earthquake,9.24,1.794,0.06,93.0,reviewed,us,us
792,2024-10-03T10:43:14.082Z,-0.9923,148.4357,10.0,5.4,mb,64.0,79.0,1.494,0.63,us,us6000nw94,2024-10-08T16:40:55.046Z,"173 km NE of Lorengau, Papua New Guinea",earthquake,6.12,1.828,0.069,72.0,reviewed,us,us
793,2024-10-03T10:10:52.308Z,21.8699,-106.7678,10.0,4.4,mb,176.0,200.0,3.991,0.61,us,us6000nw91,2024-10-07T12:56:36.005Z,"121 km W of Santa Cruz, Mexico",earthquake,9.5,1.974,0.036,221.0,reviewed,us,us
794,2024-10-03T10:03:09.081Z,-3.3762,131.0098,10.0,4.7,mb,29.0,69.0,1.318,0.64,us,us6000nw8x,2024-10-03T14:50:13.005Z,"151 km WSW of Fakfak, Indonesia",earthquake,6.74,1.5,0.1,30.0,reviewed,us,us
795,2024-10-03T08:19:04.925Z,21.3209,-45.3988,10.0,5.0,mb,94.0,52.0,15.643,0.65,us,us6000nw8l,2024-10-03T08:37:18.005Z,northern Mid-Atlantic Ridge,earthquake,11.07,1.881,0.058,96.0,reviewed,us,us
797,2024-10-03T07:29:36.245Z,-15.4353,-71.9854,128.204,4.3,mb,29.0,126.0,3.316,1.45,us,us6000nw8d,2024-10-03T07:47:47.005Z,"16 km NNW of Tapay, Peru",earthquake,9.6,8.435,0.099,29.0,reviewed,us,us
803,2024-10-03T01:50:31.220Z,-46.9021,33.3953,10.0,5.0,mb,38.0,77.0,17.408,0.79,us,us6000nw77,2024-10-03T02:13:32.005Z,Prince Edward Islands region,earthquake,12.89,1.817,0.109,28.0,reviewed,us,us
804,2024-10-03T01:09:15.456Z,21.9162,94.3332,98.792,4.2,mb,18.0,138.0,0.892,0.85,us,us6000nw74,2024-10-03T01:36:16.005Z,"85 km WSW of Monywa, Myanmar",earthquake,14.44,12.69,0.166,10.0,reviewed,us,us
806,2024-10-02T23:27:09.351Z,11.7795,125.4921,64.138,4.7,mb,43.0,99.0,4.681,0.92,us,us6000nw6t,2024-10-02T23:43:15.005Z,"4 km NE of San Julian, Philippines",earthquake,10.64,7.754,0.091,37.0,reviewed,us,us
809,2024-10-02T21:41:46.963Z,-14.3041,167.2944,209.096,5.2,mww,63.0,64.0,6.843,0.66,us,us6000nw6c,2024-10-09T06:06:41.005Z,"54 km SSW of Sola, Vanuatu",earthquake,8.86,7.579,0.093,11.0,reviewed,us,us
810,2024-10-02T21:05:37.351Z,-34.8421,-179.5924,35.0,4.7,mb,25.0,115.0,3.202,1.13,us,us6000nw66,2024-10-02T21:45:55.005Z,south of the Kermadec Islands,earthquake,10.92,1.89,0.134,17.0,reviewed,us,us
812,2024-10-02T20:44:00.077Z,5.7471,125.9934,101.321,4.5,mb,49.0,119.0,1.377,0.55,us,us6000nw62,2024-10-23T20:55:39.040Z,"43 km ESE of Caburan, Philippines",earthquake,12.29,6.246,0.089,37.0,reviewed,us,us
814,2024-10-02T20:22:01.790Z,-9.0805,123.9938,125.019,4.3,mb,19.0,118.0,1.791,0.57,us,us7000nmnc,2024-10-23T21:06:16.040Z,"44 km WNW of Pante Makasar, Timor Leste",earthquake,13.69,3.776,0.142,14.0,reviewed,us,us
816,2024-10-02T19:41:01.614Z,11.9795,-86.7197,118.545,4.6,mb,59.0,66.0,2.134,0.76,us,us6000nw5b,2024-10-23T21:17:36.040Z,"23 km W of Villa El Carmen, Nicaragua",earthquake,8.04,6.215,0.046,139.0,reviewed,us,us
819,2024-10-02T19:03:25.099Z,15.8553,-93.9719,76.326,4.4,mb,72.0,145.0,1.814,0.65,us,us6000nw51,2024-10-23T21:37:45.040Z,"22 km SW of San Luqueño, Mexico",earthquake,10.64,10.204,0.061,77.0,reviewed,us,us
820,2024-10-02T18:52:31.914Z,-42.3475,-73.9314,50.284,4.2,mb,22.0,195.0,1.126,0.92,us,us6000nw4y,2024-10-23T15:54:01.040Z,"19 km NW of Castro, Chile",earthquake,7.08,9.174,0.176,9.0,reviewed,us,us
821,2024-10-02T17:58:52.877Z,20.1145,145.1882,99.472,4.4,mb,46.0,121.0,4.881,0.83,us,us7000nmn8,2024-10-23T21:35:46.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,14.63,8.957,0.092,34.0,reviewed,us,us
823,2024-10-02T16:43:21.158Z,-7.4024,129.0732,121.221,4.4,mb,20.0,73.0,5.462,0.79,us,us6000nw4g,2024-10-03T22:48:20.005Z,"260 km ENE of Lospalos, Timor Leste",earthquake,8.82,8.665,0.143,15.0,reviewed,us,us
